x,y,insect.M.distribution230t3.1_PA1_RUN1 logistic values
32.3,86.9,0.33892202
-14.3,85.5,0.3519463
119.1,85.1,0.5186781
87.9,84.1,0.33396688
-53.5,76.9,0.34667057
66.1,75.3,0.6598258
-49.5,75.1,0.363956
1.10000000000002,74.1,0.29681134
8.10000000000002,70.9,0.29038644
-67.5,65.5,0.3405591
20.7,64.7,0.37409037
44.7,61.9,0.3212138
-22.7,57.3,0.3782374
78.7,55.9,0.40302277
103.7,48.3,0.78443694
77.1,44.5,0.4441488
77.1,41.1,0.4514481
98.1,39.3,0.41616246
-2.69999999999999,36.7,0.64425653
39.9,36.3,0.4314612
12.5,34.9,0.38394505
99.3,27.3,0.3933427
102.9,26.1,0.38809168
13.5,25.3,0.34086192
92.7,15.5,0.39367518
99.9,12.1,0.3582323
-18.7,10.9,0.3438703
-2.5,7.3,0.2907056
27.7,-0.700000000000003,0.34139997
30.1,-4.10000000000001,0.34018114
-3.69999999999999,-6.5,0.28787613
32.1,-12.5,0.3767633
40.7,-14.1,0.48068455
31.9,-16.9,0.37115705
-31.5,-17.1,0.4326624
-16.7,-17.1,0.33773938
-12.3,-20.1,0.32610306
-0.5,-26.3,0.37714934
34.7,-28.5,0.34190628
0.700000000000017,-29.7,0.3440205
44.1,-32.1,0.35641932
-20.1,-41.3,0.34911114
2.5,-42.7,0.3366551
91.3,-46.9,0.40461302
98.1,-47.3,0.34333852
8.5,-48.1,0.340361
65.3,-51.1,0.46258435
55.7,-51.9,0.84458685
100.7,-52.1,0.4146217
15.7,-54.7,0.43370017
105.7,-55.1,0.35897687
44.1,-59.9,0.52157784
61.9,-62.5,0.45251057
-31.1,-63.3,0.30835855
35.7,-67.3,0.30783123
53.3,-67.5,0.3032487
61.5,-73.3,0.33117577
72.9,-73.7,0.2965451
0.700000000000017,-80.3,0.2471415
-4.69999999999999,-81.5,0.2920544
