x,y,insect.M.distribution250t9.1_PA2_RUN1 logistic values
25.9,78.9,0.0032133942
19.1,78.5,0.0035734468
46.7,77.7,0.0033106897
30.9,76.3,0.002837503
-9.89999999999998,73.9,0.0042668437
48.9,73.7,0.26214302
42.7,64.7,0.6597331
51.1,61.1,0.44062474
36.1,60.3,0.28295368
67.9,47.9,0.22517025
-19.3,41.1,0.51824224
49.7,39.9,0.29665017
-25.9,39.3,0.47866002
31.1,38.3,0.06973088
6.10000000000002,36.3,0.48404607
58.7,34.7,0.025027758
28.7,33.5,0.2422201
39.3,31.5,0.17060027
41.1,30.5,0.06273126
29.3,30.3,0.2447865
102.1,20.9,0.029821863
-7.29999999999998,5.09999999999999,0.45754498
-13.7,2.5,0.14564107
-8.29999999999998,-2.10000000000001,0.19071794
-22.3,-2.5,0.27645552
-26.1,-2.90000000000001,0.30202845
-5.29999999999998,-12.5,0.6513068
-4.69999999999999,-13.3,0.67686796
-46.3,-20.5,0.3713017
-34.7,-22.1,0.26178485
-26.3,-23.3,0.120628595
-9.89999999999998,-24.5,0.33456504
41.3,-28.1,0.075011745
28.3,-34.9,0.21949045
37.1,-38.1,0.61012036
-31.7,-39.9,0.35426673
41.5,-40.9,0.46582198
10.3,-41.1,0.7899998
35.5,-42.3,0.17593025
-11.3,-42.9,0.6427468
24.3,-42.9,0.3435511
-31.3,-45.3,0.029462988
29.3,-47.1,0.114414655
43.7,-47.7,0.4387126
-6.69999999999999,-53.3,0.20369148
114.3,-56.5,0.1865781
63.9,-58.3,0.46503842
28.3,-59.3,0.49682337
35.3,-59.5,0.6109896
-12.5,-59.7,0.32655767
-23.9,-62.9,0.2609775
41.1,-65.1,0.30894238
54.1,-67.7,0.10478307
96.7,-67.7,0.006667311
115.3,-68.9,0.31233317
52.1,-71.3,0.22823046
-5.09999999999999,-71.5,0.0137472395
29.1,-72.5,2.5612614E-21
23.3,-74.3,0.0
78.5,-79.5,3.3733983E-23
