species,X,Y,PC1,PC2,PC3
insect.M.distribution190t7.1_PA1_RUN1,-16.8466,26.3714,1557.36958058335,3422.6005984922,-347.75267589859
insect.M.distribution190t7.1_PA1_RUN1,80.099,49.5909,-5205.85702672177,9081.61222081273,-656.361665159902
insect.M.distribution190t7.1_PA1_RUN1,88.8679,53.214,-6406.69456736829,1139.01541004369,-730.643262531605
insect.M.distribution190t7.1_PA1_RUN1,5.6479,39.2556,4877.29869849822,-3114.5489763858,-267.504866291887
insect.M.distribution190t7.1_PA1_RUN1,5.5091,38.0668,4871.85201046607,-3085.8553968727,-267.831906689095
insect.M.distribution190t7.1_PA1_RUN1,-16.8387,26.3694,1557.36958058335,3422.6005984922,-347.75267589859
insect.M.distribution190t7.1_PA1_RUN1,5.4924,38.0538,4871.85201046607,-3085.8553968727,-267.831906689095
insect.M.distribution190t7.1_PA1_RUN1,5.4893,38.0506,4871.85201046607,-3085.8553968727,-267.831906689095
insect.M.distribution190t7.1_PA1_RUN1,88.8679,53.214,-6406.69456736829,1139.01541004369,-730.643262531605
insect.M.distribution190t7.1_PA1_RUN1,5.5152,38.0576,4871.85201046607,-3085.8553968727,-267.831906689095
insect.M.distribution190t7.1_PA1_RUN1,5.5037,38.0611,4871.85201046607,-3085.8553968727,-267.831906689095
insect.M.distribution190t7.1_PA1_RUN1,119.9502,35.456,-222.801896300392,-1850.27716908205,-461.412031820515
insect.M.distribution190t7.1_PA1_RUN1,91.1261,52.5863,-5409.82280689518,4755.45190534191,-1111.57378883772
