x,y,insect.M.distribution210t3.2_PA1_RUN2 logistic values
94.9,77.5,0.5904525
93.7,75.1,0.60473466
92.9,74.7,0.68491155
69.5,72.1,0.47219315
25.5,68.5,0.47815275
43.9,67.1,0.4742687
52.3,59.5,0.5175325
109.7,58.5,0.5351979
115.1,57.5,0.5526672
56.7,52.5,0.51736397
19.3,51.9,0.485412
117.5,50.3,0.561191
42.3,48.7,0.48973402
88.3,46.5,0.5025564
33.9,43.7,0.4686578
-43.5,33.9,0.4815034
40.9,32.7,0.4857072
30.7,32.3,0.50404257
-26.3,30.9,0.4793937
-20.7,28.1,0.4832312
16.1,26.5,0.4901807
97.1,24.5,0.48104998
-2.29999999999998,24.3,0.47712237
6.10000000000002,20.3,0.4663383
15.9,13.3,0.46204886
-22.1,11.9,0.46068642
30.1,10.9,0.4580207
107.9,10.7,0.46757692
100.3,9.89999999999999,0.46973273
108.5,9.89999999999999,0.46754858
-30.9,7.89999999999999,0.4621321
35.7,6.3,0.46298152
27.3,0.699999999999989,0.46178424
17.1,-0.5,0.46222648
3.70000000000002,-3.10000000000001,0.46203429
-9.5,-4.5,0.4636241
-25.5,-5.10000000000001,0.46506444
-43.3,-11.1,0.46007425
-41.7,-12.1,0.4552379
-0.899999999999977,-12.3,0.46372837
34.1,-12.9,0.462179
27.5,-18.7,0.4634536
24.3,-19.7,0.46980882
-30.3,-22.3,0.47008246
9.5,-27.1,0.49215987
32.1,-28.1,0.49358922
64.9,-30.1,0.47831246
-13.1,-31.3,0.5602509
62.5,-34.9,0.49267536
1.70000000000002,-35.7,0.5190441
67.5,-38.9,0.48651582
51.7,-39.7,0.481683
56.3,-39.9,0.47872585
32.5,-42.7,0.47264647
-25.7,-43.5,0.47471458
37.5,-47.1,0.48006544
12.5,-48.3,0.47343215
70.3,-54.9,0.4973121
91.1,-56.9,0.53978574
27.9,-59.5,0.4852485
