x,y,insect.M.distribution70t9.1_PA2_RUN1 logistic values
-120.7,75.1,0.10382924
-130.3,72.5,0.049498074
66.9,64.3,0.55426043
19.5,58.7,0.278561
-11.9,57.9,0.010651067
16.7,56.1,0.32950446
40.9,53.5,0.4124173
13.1,51.9,0.30714878
-37.7,51.7,0.09408422
30.3,50.5,0.42651892
44.3,50.1,0.44171453
-40.9,43.5,0.30492705
14.5,42.9,0.42718214
27.7,42.5,0.43503854
64.7,39.9,0.17718759
5.10000000000002,36.1,0.22978753
72.3,31.9,0.27259496
110.1,30.3,0.30078065
14.7,26.7,0.6703805
78.7,22.1,0.14517222
21.9,14.5,0.6041265
12.1,14.1,0.24915186
14.9,5.89999999999999,0.35421494
-7.5,5.09999999999999,0.25233755
13.1,4.69999999999999,0.39010602
12.7,1.69999999999999,0.3310396
45.9,1.5,0.6584013
42.7,1.09999999999999,0.6078908
-13.5,0.0999999999999943,0.1637756
13.5,-0.900000000000006,0.32144397
110.5,-1.30000000000001,0.3608509
23.9,-4.5,0.36748853
6.90000000000001,-7.10000000000001,0.037846617
11.7,-7.30000000000001,0.15414006
20.1,-10.7,0.20607744
-40.5,-12.9,0.19927025
-24.7,-13.5,0.09416974
31.3,-17.5,0.63119066
-53.7,-19.9,0.0016303963
-39.5,-22.3,0.18973492
19.7,-23.5,0.1505459
19.1,-27.7,0.027323635
1.5,-30.1,0.059932716
5.70000000000002,-39.1,0.06009681
140.5,-51.3,0.5366552
104.7,-53.3,0.091628045
138.9,-54.9,0.47764444
127.3,-55.1,0.15291621
144.5,-67.9,0.66640866
134.1,-71.9,0.23566246
114.9,-72.1,0.6727241
86.9,-73.1,0.2968535
116.7,-74.1,0.67221683
6.5,-74.5,0.0054118326
113.9,-75.3,0.6721684
113.5,-78.1,0.6603208
87.1,-78.5,0.065626204
88.9,-78.7,0.058724474
92.3,-78.9,0.065205805
89.9,-79.9,0.053826842
