x,y,insect.M.distribution210t5.1_PA2_RUN2 logistic values
126.5,75.5,0.82418853
77.1,71.5,0.117492855
113.1,70.5,0.114823535
72.9,69.7,0.20657097
60.1,67.3,0.08164878
37.9,63.7,0.55090386
52.9,60.7,0.31357628
47.3,54.3,0.21741012
45.5,53.1,0.20571503
26.9,51.7,0.13001992
-14.9,51.1,0.03825184
78.7,50.5,0.45910183
33.9,49.5,0.1573136
48.1,45.9,0.24011922
95.5,41.7,0.3513564
54.3,36.5,0.4163183
-40.3,34.7,0.7260264
58.9,33.5,0.4606872
-18.3,16.5,0.29552233
7.70000000000002,15.5,0.31579706
-6.5,2.09999999999999,0.030874
38.9,1.89999999999999,0.054647937
18.9,1.3,0.031664122
-35.5,-0.100000000000009,0.11294058
-2.29999999999998,-0.300000000000011,0.030682677
8.5,-1.10000000000001,0.031233154
30.7,-1.7,0.034598846
-5.29999999999998,-2.30000000000001,0.030033259
28.3,-3.7,0.032279912
5.90000000000001,-5.5,0.031034471
-29.3,-5.90000000000001,0.03335784
19.3,-6.5,0.033780675
-36.1,-8.7,0.08576991
-27.7,-12.7,0.13697593
1.10000000000002,-17.3,0.17470013
-10.9,-17.9,0.20369272
17.5,-21.5,0.2681963
18.1,-23.9,0.22392307
6.5,-24.9,0.16525474
-25.5,-26.1,0.20056249
44.5,-30.3,0.36621338
0.700000000000017,-30.5,0.5320242
62.3,-32.5,0.3181093
78.9,-33.7,0.2525973
73.3,-38.3,0.46260077
36.3,-40.3,0.63464
87.1,-40.5,0.3719743
45.1,-41.1,0.46689826
83.3,-46.9,0.5117357
-2.09999999999999,-47.3,0.6499054
17.7,-48.1,0.12925231
9.30000000000001,-48.3,0.09887964
16.9,-50.5,0.11504333
48.3,-50.7,0.08330397
-19.7,-56.7,0.050571643
70.3,-56.7,0.26755264
33.1,-60.5,0.5276111
30.3,-64.7,0.0060082613
10.1,-65.1,0.06480317
73.3,-70.9,0.07284153
