x,y,insect.M.distribution150t9.3_PA2_RUN1 logistic values
168.3,77.7,0.007203326
164.7,75.5,0.0058332495
115.3,74.3,0.0041056285
119.9,72.9,1.031338E-4
143.7,71.1,9.409303E-5
59.5,64.7,2.0615719E-6
0.700000000000017,61.3,0.0010627637
52.9,59.1,0.15402219
62.3,56.9,0.0048125894
15.9,53.1,0.02520712
56.3,48.9,0.37803575
52.5,48.5,0.48474404
59.7,48.3,0.66575485
25.1,44.1,0.19189346
61.1,42.1,0.41862905
13.9,40.5,0.6893268
85.3,33.1,0.27783453
-31.5,30.3,0.084015794
-28.9,29.7,0.3698293
85.3,26.5,0.20439053
85.3,23.7,0.27894044
107.3,18.5,0.7955654
72.1,17.9,0.5035809
-13.9,16.9,0.270966
36.3,9.09999999999999,0.35922354
-31.1,8.69999999999999,0.297568
-16.1,5.09999999999999,0.19005273
-24.3,1.3,0.0012346108
128.3,1.09999999999999,0.007857612
16.5,0.0999999999999943,4.58957E-4
3.70000000000002,-0.100000000000009,4.9897376E-4
-36.1,-0.900000000000006,0.0040239715
-29.5,-1.5,0.005792969
-19.3,-1.7,0.0014455318
8.5,-5.5,0.002197041
-44.9,-8.5,0.1491511
-20.7,-15.7,0.20724785
-32.7,-15.9,0.2729495
-29.1,-19.3,0.27540085
-30.1,-26.7,0.23923735
21.7,-28.1,0.25669745
11.1,-28.5,0.1705213
24.9,-29.7,0.26137796
-9.29999999999998,-31.1,0.5699114
45.5,-32.9,0.2952106
44.7,-38.1,0.23775324
-14.9,-40.7,0.45345348
22.7,-49.3,0.2585374
18.7,-55.5,0.34995875
42.5,-55.5,0.6673322
21.9,-56.5,0.16775776
77.1,-57.7,0.34588945
82.3,-58.5,0.35208175
38.9,-61.9,0.39064786
79.7,-62.3,0.04215958
-15.9,-64.5,0.5527365
89.9,-68.9,1.0693266E-16
71.3,-70.7,2.0799021E-8
99.3,-71.1,1.04E-43
74.9,-75.3,0.012250236
