x,y,insect.M.distribution70t5.2_PA2_RUN1 logistic values
-120.7,75.1,0.14323984
66.9,64.3,0.6047847
38.9,59.9,0.50440276
16.7,56.1,0.2802285
40.9,53.5,0.34259054
13.1,51.9,0.30191562
30.3,50.5,0.405475
44.3,50.1,0.41338733
-40.9,43.5,0.37366596
14.5,42.9,0.45312306
27.7,42.5,0.4797809
81.9,42.1,4.7326626E-4
71.7,41.9,0.021610253
64.7,39.9,0.21727467
5.10000000000002,36.1,0.26320815
-5.69999999999999,35.5,0.33218825
72.7,33.9,0.1299762
12.5,33.7,0.6554857
73.3,32.3,0.2772076
11.1,31.5,0.69575816
110.1,30.3,0.3593293
14.7,26.7,0.69598055
78.3,22.9,0.090945624
78.7,22.1,0.19147296
-0.299999999999983,21.3,0.43727154
12.1,14.1,0.31776464
12.1,12.7,0.38234305
-7.5,5.09999999999999,0.31938857
13.1,4.69999999999999,0.4522314
10.9,2.69999999999999,0.47719005
12.7,1.69999999999999,0.40375495
45.9,1.5,0.7066254
2.70000000000002,-0.700000000000003,0.0644749
110.5,-1.30000000000001,0.43547133
23.9,-4.5,0.4252986
37.3,-5.90000000000001,0.3485977
11.7,-7.30000000000001,0.19960402
31.3,-17.5,0.67444956
-50.5,-19.7,0.32763946
-53.7,-19.9,0.0029094857
7.30000000000001,-20.9,0.016473854
-39.5,-22.3,0.23746014
25.9,-25.1,0.041484877
23.3,-27.1,0.08691792
12.3,-32.7,0.411086
9.70000000000002,-33.9,0.4556043
20.5,-36.3,0.21784066
140.5,-51.3,0.5947726
130.7,-53.7,0.29544565
127.3,-55.1,0.15475984
110.1,-55.5,0.041732263
134.1,-71.9,0.27675676
86.9,-73.1,0.33108994
116.7,-74.1,0.6940632
6.5,-74.5,0.00864979
110.3,-77.3,0.61902195
87.1,-78.5,0.09653713
88.9,-78.7,0.08732032
92.3,-78.9,0.09541203
89.9,-79.9,0.08114168
