x,y,insect.M.distribution70t1.2_PA1_RUN2 logistic values
-109.3,79.9,0.05929915
-87.9,79.7,0.61611
173.7,79.1,0.08766289
-174.3,77.9,0.55741733
-8.09999999999999,69.1,0.013161926
-4.89999999999998,66.5,0.052819412
-34.3,58.3,0.07965137
67.5,57.1,0.33316654
69.5,45.7,0.022951126
12.9,44.7,0.3968995
39.5,41.1,0.47357792
41.1,39.9,0.5076955
57.3,39.1,0.20230617
-2.29999999999998,30.1,0.6456035
103.3,28.3,0.1352447
74.1,27.5,0.093712784
-3.5,23.5,0.39076442
49.1,20.9,0.14419998
7.5,20.3,0.4084886
39.9,16.5,0.6466424
15.3,15.9,0.13929571
43.5,12.3,0.64757526
10.3,11.1,0.0037829466
80.3,10.9,0.6554452
0.700000000000017,10.1,0.002597394
-14.9,9.09999999999999,0.054150835
-16.1,8.3,0.11558798
-18.1,7.3,0.25616333
19.5,6.3,0.022007909
35.9,6.3,0.20102386
12.5,5.09999999999999,0.16115826
-8.09999999999999,3.89999999999999,0.03128104
41.9,-0.700000000000003,0.5556654
-37.1,-1.30000000000001,0.009004099
-25.1,-7.10000000000001,0.4636626
2.70000000000002,-8.30000000000001,0.061770376
-49.3,-9.10000000000001,0.11883572
30.3,-9.90000000000001,0.1367609
36.9,-12.1,0.64561546
-34.9,-14.3,0.07389815
-36.3,-15.3,0.03744321
-43.5,-16.1,0.0072576143
8.5,-17.5,0.005054025
4.90000000000001,-18.5,0.010862758
9.10000000000002,-20.1,3.3652537E-5
16.3,-20.3,0.09360915
-28.7,-22.7,3.0477288E-6
7.70000000000002,-24.9,3.0627943E-6
38.7,-35.1,0.031692658
9.5,-38.9,0.005030986
141.3,-48.9,0.1077482
131.7,-49.7,0.020841457
109.9,-52.1,7.804708E-4
103.7,-52.7,0.004936672
141.5,-56.1,0.11949273
136.9,-58.9,0.11794858
145.1,-60.3,0.53236014
119.1,-70.7,0.63664985
23.1,-77.1,2.3471946E-6
35.7,-80.1,0.04955505
