x,y,insect.M.distribution160t1.1_PA2_RUN2 logistic values
164.5,75.9,0.52857995
94.1,75.5,0.28670558
93.3,75.1,0.2865216
164.1,74.7,0.5230596
164.9,73.3,0.5252906
113.5,71.3,0.3783987
5.30000000000001,65.9,0.53781265
76.5,65.7,0.5601234
-35.9,58.1,0.5268523
47.9,56.7,0.48867103
23.9,56.1,0.5340091
30.9,54.5,0.5288114
108.7,54.3,0.5483802
73.1,45.9,0.5123875
63.1,45.5,0.51269865
19.7,43.5,0.50172484
9.90000000000001,41.7,0.5184358
43.9,41.3,0.46187827
45.7,39.9,0.434537
84.7,39.9,0.4627487
14.1,38.5,0.5227733
-22.9,38.1,0.264958
-9.5,36.1,0.26113907
49.9,31.1,0.44462302
80.5,25.3,0.43001682
4.30000000000001,22.9,0.45074907
104.9,18.9,0.4816916
-16.5,15.7,0.41000178
29.9,8.5,0.4537494
114.1,6.09999999999999,0.52614135
-26.5,3.3,0.53193456
-24.9,1.3,0.5300772
-26.3,0.0999999999999943,0.52994144
-13.7,-0.900000000000006,0.53149885
-10.7,-1.10000000000001,0.5326091
9.30000000000001,-5.10000000000001,0.53631306
23.7,-5.5,0.53221506
4.90000000000001,-7.10000000000001,0.535453
-13.3,-8.7,0.50895035
-0.699999999999989,-9.10000000000001,0.50834936
32.1,-16.5,0.44817948
-20.5,-25.5,0.48686433
5.5,-26.9,0.50323766
11.3,-28.5,0.51141286
34.3,-31.1,0.44918373
29.1,-33.3,0.40728474
36.1,-37.9,0.2450728
45.5,-38.9,0.35720786
30.5,-42.3,0.4254886
104.9,-45.5,0.4706409
37.1,-51.9,0.49821633
68.5,-52.1,0.44451532
24.7,-54.5,0.53833824
55.5,-55.5,0.5159478
94.9,-55.7,0.5353332
97.5,-59.5,0.51125896
58.9,-59.9,0.5058209
42.9,-62.1,0.52231663
81.3,-67.9,0.6074352
-1.09999999999999,-69.1,0.6102301
