x,y,insect.M.distribution100t5.3_PA1_RUN2 logistic values
116.5,81.5,0.10877582
166.7,79.7,0.15877843
115.3,77.7,0.141777
-23.5,68.3,0.18609591
-9.09999999999999,61.1,1.5901815E-16
15.5,57.1,0.09228556
52.1,56.5,9.493345E-10
128.9,54.9,0.23248258
81.5,53.5,3.5324134E-4
33.9,50.3,0.016274462
-28.9,50.1,2.4669389E-20
8.70000000000002,49.3,0.0037573937
-41.5,45.7,0.111833856
19.3,45.1,0.63843364
-51.7,39.5,0.0
-38.5,38.1,0.0
61.7,35.7,0.051947508
31.3,35.5,0.44283557
52.7,35.1,0.044347372
12.9,23.9,0.6359831
13.5,23.7,0.6359843
55.5,22.5,0.52395904
-0.0999999999999943,13.9,2.4782457E-6
103.1,13.7,0.45750344
9.30000000000001,12.7,2.9917812E-4
-15.3,9.5,0.30945173
-0.299999999999983,8.5,0.12416823
118.9,4.69999999999999,0.40308058
38.7,-0.5,0.15151696
13.3,-0.700000000000003,0.1843265
21.7,-1.10000000000001,0.15972276
-43.3,-6.7,0.5560965
-39.9,-8.5,1.5694273E-5
-31.1,-9.90000000000001,2.7808154E-4
-12.3,-11.3,2.5487048E-4
50.1,-12.3,0.050523806
-39.5,-13.9,4.387466E-4
49.1,-13.9,0.050543256
-45.7,-14.9,7.17651E-4
20.3,-16.5,0.008058506
-33.1,-17.1,2.4363442E-5
-15.7,-20.5,0.5108705
5.90000000000001,-26.5,0.15160559
24.7,-30.5,0.0
-20.5,-30.9,1.9504649E-25
-24.3,-31.5,0.0
55.3,-35.5,6.3580796E-5
5.10000000000002,-37.9,0.17053622
-30.1,-39.9,0.08355304
7.10000000000002,-41.9,0.45456228
88.9,-58.9,0.2216037
22.7,-63.9,0.74032885
53.7,-65.1,3.5073695E-4
41.3,-67.5,6.401514E-8
29.7,-69.3,2.6446134E-5
39.3,-70.7,2.1151743E-6
137.5,-72.7,3.3069534E-6
18.9,-79.1,6.475664E-29
24.3,-80.1,1.2861873E-29
26.5,-80.5,8.5278865E-38
