x,y,insect.M.distribution90t7.1_PA1_RUN2 logistic values
-150.7,78.7,0.06721984
-126.7,78.3,0.07871123
137.3,77.5,0.07123553
120.9,75.1,0.08086884
5.10000000000002,65.7,7.583457E-6
83.1,58.5,0.068203874
64.7,57.3,0.5957788
64.9,55.5,0.6999533
38.5,53.1,0.29540095
130.9,50.9,0.08858311
88.9,50.5,0.011283459
-26.5,46.5,0.40707394
15.7,43.3,0.67643976
4.5,39.5,0.68496597
1.5,38.7,0.37548047
83.3,37.9,0.020737853
-4.29999999999998,31.1,0.23923038
45.1,25.9,0.15218323
68.1,23.1,0.3897549
6.5,17.1,0.4758209
29.3,12.5,0.48691738
32.1,11.7,0.21276356
120.3,11.7,0.05605544
34.7,11.5,0.47297215
-2.5,10.5,0.17930768
41.3,8.3,0.3233734
22.1,7.3,0.071152665
-49.1,-1.5,0.14197132
43.1,-2.7,0.1464894
-11.3,-4.10000000000001,0.09049872
-48.3,-8.5,0.49583557
-43.5,-9.7,0.41757965
36.1,-9.7,0.20305204
-52.1,-14.5,0.081032954
6.10000000000002,-15.3,0.20476931
6.70000000000002,-18.3,0.20534132
5.70000000000002,-19.5,0.13834803
56.3,-21.7,0.3282466
9.70000000000002,-24.7,0.10399195
52.9,-25.7,0.4062255
22.7,-26.7,0.18468492
0.700000000000017,-29.9,0.16919678
-27.3,-31.3,0.31114843
16.5,-33.3,0.2896983
17.3,-34.3,0.7455298
22.9,-34.7,0.12646097
-33.3,-36.1,0.13437358
-28.9,-36.5,0.37275273
96.7,-47.3,0.7054516
1.5,-47.5,0.1000763
144.3,-62.3,0.06508755
108.9,-64.3,0.33601543
32.1,-64.5,0.09615668
75.7,-65.1,0.010308292
66.9,-66.3,0.0022453517
88.3,-67.1,0.0018166612
99.7,-68.7,0.63038284
61.9,-73.1,9.865772E-17
9.10000000000002,-79.1,3.4689855E-9
59.5,-79.9,0.07023831
