x,y,insect.M.distribution110t9.1_PA2_RUN1 logistic values
-167.9,77.5,0.4027434
3.10000000000002,69.3,5.9977E-4
3.70000000000002,62.1,0.32647324
50.1,59.1,0.29140672
67.5,57.9,0.09112742
84.5,56.5,0.17744178
36.9,55.1,0.23707785
-17.1,45.3,0.3345022
-24.5,41.9,0.3200281
76.5,40.9,0.82808524
96.9,40.7,0.40812936
7.30000000000001,33.1,0.21146396
-41.3,31.5,0.37403724
99.1,30.1,0.40484658
78.5,20.9,0.49983925
-9.29999999999998,16.7,0.2975646
8.70000000000002,10.1,0.774185
-20.1,9.3,0.5044871
33.3,3.69999999999999,0.096673906
25.1,2.09999999999999,0.07062726
-31.1,1.89999999999999,0.09128205
-46.7,1.09999999999999,0.06783428
-17.3,-1.30000000000001,0.09824469
11.7,-1.5,0.0797991
45.7,-1.90000000000001,0.06660532
39.9,-5.90000000000001,0.12248801
-29.7,-7.5,0.42323983
-39.1,-7.7,0.29953942
-29.9,-14.1,0.33901212
22.3,-18.3,0.40573558
-16.1,-26.1,0.73671293
-25.3,-29.9,0.2934555
0.100000000000023,-33.7,0.2958271
20.3,-34.1,0.21533962
16.1,-37.5,0.25909445
127.5,-38.1,0.213853
50.5,-39.3,0.2037279
-39.9,-42.1,0.124405235
31.5,-43.7,0.38422635
45.7,-43.7,0.29827738
45.3,-44.3,0.2864199
113.5,-45.9,0.24338771
101.1,-54.5,0.34455103
111.7,-58.1,0.32736918
109.7,-58.3,0.3433785
49.1,-62.7,0.328226
35.9,-63.3,0.37715682
31.1,-63.7,0.4016635
125.5,-66.7,0.12544994
114.7,-69.5,0.043338183
105.5,-70.7,0.21392287
82.7,-71.7,1.1391946E-5
61.5,-72.1,0.07856284
2.10000000000002,-72.5,1.2095522E-4
0.700000000000017,-72.7,1.20955294E-4
58.5,-72.9,0.12448551
69.5,-74.9,0.036750052
97.1,-76.3,0.011674751
2.90000000000001,-77.1,1.5586365E-7
166.5,-77.5,0.23638688
