x,y,insect.M.distribution70t7.1_PA2_RUN2 logistic values
-131.3,78.9,0.41063377
66.9,64.3,0.55388904
4.5,64.1,0.1679442
38.9,59.9,0.5998897
19.5,58.7,0.3876004
-11.9,57.9,0.07026013
13.1,51.9,0.4075308
-37.7,51.7,0.22491336
25.7,50.7,0.50517714
30.3,50.5,0.4831635
44.3,50.1,0.49232197
-40.9,43.5,0.4041776
14.5,42.9,0.48313946
81.9,42.1,0.008815596
55.9,37.1,0.49382675
5.10000000000002,36.1,0.35172558
12.5,33.7,0.59974486
50.3,32.3,0.56620073
72.3,31.9,0.3828433
11.1,31.5,0.62767875
14.7,26.7,0.62888783
78.3,22.9,0.19104452
21.9,14.5,0.5879868
12.1,12.7,0.40887022
14.9,5.89999999999999,0.4378588
-7.5,5.09999999999999,0.36851597
10.9,2.69999999999999,0.4697313
45.9,1.5,0.62143886
-13.5,0.0999999999999943,0.29719412
-10.3,0.0999999999999943,0.38772914
2.70000000000002,-0.700000000000003,0.14639993
13.5,-0.900000000000006,0.4166025
44.3,-1.5,0.62843615
54.5,-4.30000000000001,0.62950385
-24.7,-13.5,0.22486031
20.3,-15.1,0.4442991
31.3,-17.5,0.60443306
-50.5,-19.7,0.40272933
26.3,-24.9,0.121586524
25.9,-25.1,0.12164408
23.3,-27.1,0.18907394
1.5,-30.1,0.1771753
9.70000000000002,-33.9,0.457125
5.70000000000002,-39.1,0.17836034
140.5,-51.3,0.548213
130.7,-53.7,0.41838947
109.5,-54.7,0.19255988
138.9,-54.9,0.5133713
127.3,-55.1,0.28742003
110.1,-55.5,0.19255988
117.1,-59.3,0.5297989
134.1,-71.9,0.35654616
86.9,-73.1,0.40046388
6.5,-74.5,0.04810105
107.3,-74.7,0.5705958
113.9,-75.3,0.63007724
110.3,-77.3,0.5744073
113.5,-78.1,0.6226805
87.1,-78.5,0.18713063
42.3,-80.3,0.40721154
