x,y,insect.M.distribution70t7.3_PA1_RUN1 logistic values
-108.9,79.9,0.41106093
-87.7,79.7,0.6634931
-152.5,77.9,0.34945258
-129.9,77.9,0.41770008
-0.0999999999999943,72.7,0.02277841
-8.09999999999999,69.1,0.2226883
-4.89999999999998,66.5,0.33262524
5.70000000000002,64.3,0.2169178
0.300000000000011,63.5,0.061660178
-13.7,60.3,0.15140298
-42.5,54.3,0.36555704
16.5,30.7,0.66359717
-1.89999999999998,30.1,0.6612719
74.3,27.5,0.43769538
48.9,20.9,0.47892034
7.70000000000002,20.3,0.5878571
12.3,11.1,0.4756145
14.1,10.3,0.49851078
117.9,10.3,0.2588453
117.3,10.1,0.2588453
-18.7,9.09999999999999,0.61978227
1.10000000000002,8.3,0.24267317
35.1,8.3,0.4907511
37.5,8.3,0.51594096
-15.7,7.09999999999999,0.3803179
22.9,6.3,0.4668373
43.1,2.09999999999999,0.64177525
31.9,1.3,0.44964385
0.5,-3.90000000000001,0.65717816
35.5,-5.10000000000001,0.43914467
33.3,-6.30000000000001,0.5048994
29.5,-9.90000000000001,0.47618106
13.5,-10.9,0.30706772
36.3,-12.1,0.64958143
-34.5,-14.3,0.42110014
-55.9,-15.3,0.030773833
-37.5,-15.3,0.34803277
-43.5,-16.1,0.25292724
57.5,-19.5,0.3309758
10.9,-20.1,0.13989092
17.5,-20.3,0.48253822
-28.1,-22.7,0.05979429
7.70000000000002,-24.9,0.027756818
2.70000000000002,-33.9,0.11900547
38.7,-35.1,0.3395365
9.90000000000001,-38.9,0.22744855
4.10000000000002,-45.7,0.5122501
141.1,-48.9,0.46190926
100.5,-49.3,0.61425835
131.3,-49.7,0.32662386
109.5,-52.1,0.12630838
141.7,-56.1,0.47073856
136.5,-58.9,0.4808392
110.1,-60.3,0.48143828
144.7,-60.3,0.59133595
120.1,-69.5,0.51860386
118.9,-70.7,0.53428507
115.5,-70.9,0.41751593
8.10000000000002,-80.1,0.24892838
35.5,-80.1,0.4015381
