x,y,insect.M.distribution70t5.2_PA2_RUN2 logistic values
-131.3,78.9,0.08069091
-120.7,75.1,0.0062110345
-130.3,72.5,0.0013314111
66.9,64.3,0.4142291
4.5,64.1,0.0015925497
38.9,59.9,0.506917
-11.9,57.9,6.396551E-5
16.7,56.1,0.09119806
40.9,53.5,0.16639037
13.1,51.9,0.0763053
44.3,50.1,0.20214851
80.3,48.9,1.9414654E-6
-40.9,43.5,0.07884811
14.5,42.9,0.18615597
71.7,41.9,1.455082E-4
64.7,39.9,0.020387268
5.10000000000002,36.1,0.03761611
-5.69999999999999,35.5,0.089784324
12.5,33.7,0.51751924
11.1,31.5,0.61168087
14.7,26.7,0.6142983
78.7,22.1,0.012964503
-0.299999999999983,21.3,0.12690638
21.9,14.5,0.4801622
12.1,14.1,0.04618727
12.1,12.7,0.08030303
-7.5,5.09999999999999,0.04735484
12.7,1.69999999999999,0.09388347
45.9,1.5,0.58927613
-13.5,0.0999999999999943,0.01697972
-10.3,0.0999999999999943,0.06050273
2.70000000000002,-0.700000000000003,9.1152097E-4
44.3,-1.5,0.61257976
54.5,-4.30000000000001,0.61609286
11.7,-7.30000000000001,0.014770064
20.1,-10.7,0.029224709
-40.5,-12.9,0.026989387
-24.7,-13.5,0.005095611
-50.5,-19.7,0.07225862
-53.7,-19.9,1.6512985E-6
-39.5,-22.3,0.023922862
26.3,-24.9,4.5210443E-4
20.5,-36.3,0.020967443
5.70000000000002,-39.1,0.0020210282
140.5,-51.3,0.3491767
104.7,-53.3,0.004811515
109.5,-54.7,0.002543036
138.9,-54.9,0.25325117
127.3,-55.1,0.014427256
117.1,-59.3,0.29152521
144.5,-67.9,0.58227503
134.1,-71.9,0.039556075
114.9,-72.1,0.60908884
116.7,-74.1,0.6161346
113.9,-75.3,0.6175
87.1,-78.5,0.0023700378
88.9,-78.7,0.0018858687
92.3,-78.9,0.0023380755
89.9,-79.9,0.0015792869
42.3,-80.3,0.07647198
