x,y,insect.M.distribution230t1.3_PA2_RUN1 logistic values
-71.1,85.1,0.5
-2.69999999999999,83.7,0.5
40.1,83.5,0.5
-11.5,83.1,0.5
-55.3,78.5,0.5
-37.7,78.3,0.5
-80.1,76.7,0.5
36.5,76.3,0.5
58.7,76.1,0.5
30.9,60.1,0.5
65.7,58.5,0.5
117.7,57.1,0.5
20.7,56.5,0.5
42.9,50.1,0.5
37.3,49.3,0.5
43.3,46.9,0.5
87.1,45.3,0.5
-10.3,42.3,0.5
55.7,38.9,0.5
19.3,38.7,0.5
-32.1,35.5,0.5
-4.29999999999998,33.3,0.5
26.3,23.7,0.5
-61.1,21.5,0.5
90.1,21.1,0.5
-29.3,17.9,0.5
-25.3,13.1,0.5
7.90000000000001,12.1,0.5
54.1,10.5,0.5
49.1,10.3,0.5
-21.3,8.5,0.5
-42.1,5.3,0.5
22.5,1.69999999999999,0.5
8.70000000000002,0.299999999999997,0.5
3.90000000000001,-0.300000000000011,0.5
-44.5,-2.5,0.5
26.1,-2.5,0.5
101.7,-2.90000000000001,0.5
-50.9,-22.5,0.5
-29.1,-28.7,0.5
28.3,-32.9,0.5
-20.5,-34.5,0.5
40.9,-34.5,0.5
-31.5,-35.1,0.5
22.7,-39.5,0.5
19.1,-41.1,0.5
-35.7,-42.5,0.5
-19.5,-42.7,0.5
87.7,-43.5,0.5
95.1,-45.1,0.5
54.1,-45.7,0.5
93.5,-48.9,0.5
67.9,-49.5,0.5
-0.299999999999983,-56.1,0.5
56.9,-58.9,0.5
36.5,-62.1,0.5
49.9,-64.3,0.5
44.7,-70.7,0.5
122.5,-78.1,0.5
67.3,-78.9,0.5
