x,y,insect.M.distribution90t9.2_PA1_RUN2 logistic values
-150.7,78.7,0.0
-111.1,78.7,0.0
-126.7,78.3,0.0
120.7,75.1,0.0
5.10000000000002,65.7,0.0
-7.69999999999999,62.3,0.0
20.7,60.5,0.0
64.7,55.5,0.0
38.7,53.1,0.0
54.1,51.7,0.0
88.9,50.5,0.0
-25.5,46.5,0.0
15.5,43.3,0.0
29.3,42.5,0.0
91.3,41.9,0.0
83.3,37.9,0.0
73.9,35.9,0.0
81.3,31.5,0.0
101.3,19.1,0.0
7.10000000000002,17.1,0.0
-10.9,12.7,0.0
81.9,12.5,0.0
36.9,11.7,0.0
-4.69999999999999,9.69999999999999,0.0
38.7,9.5,0.0
-20.3,7.3,0.0
21.1,-1.5,0.0
38.5,-4.10000000000001,0.0
-28.3,-5.7,0.0
22.7,-8.30000000000001,0.0
-40.5,-8.5,0.0
10.1,-10.5,0.0
-19.3,-10.7,0.0
16.5,-11.7,0.0
-51.3,-14.5,0.0
7.5,-18.3,0.0
21.5,-18.3,0.0
29.9,-21.7,0.0
51.1,-25.7,0.0
-33.9,-26.1,0.0
-27.1,-31.3,0.0
15.5,-33.3,0.0
18.3,-34.3,0.0
-33.1,-36.1,0.0
0.5,-36.5,0.0
-37.5,-42.1,0.5
5.5,-43.5,0.0
0.5,-50.1,0.0
47.3,-62.1,0.0
144.5,-62.3,0.0
108.7,-64.3,0.0
32.3,-64.5,0.0
75.7,-65.1,0.0
135.7,-66.1,0.0
67.3,-66.3,0.0
76.9,-67.1,0.0
122.3,-67.1,0.0
99.9,-68.7,0.0
67.1,-75.1,0.0
59.7,-79.9,0.0
