x,y,insect.M.distribution70t1.1_PA1_RUN2 logistic values
-109.3,79.9,0.07188036
-87.9,79.7,0.6229431
-152.7,77.9,0.034396093
-0.299999999999983,72.7,1.2989281E-4
-15.5,68.7,9.861185E-4
-4.89999999999998,66.5,0.054290075
5.90000000000001,64.3,0.016271822
-13.3,60.3,0.0019016981
-34.3,58.3,0.09127963
67.5,57.1,0.30464363
-42.5,54.3,0.043001167
-43.5,45.7,0.02890334
69.5,45.7,0.027563315
12.9,44.7,0.40693676
2.90000000000001,41.1,0.63910747
39.5,41.1,0.48195076
41.1,39.9,0.51419497
57.3,39.1,0.21958576
-2.29999999999998,30.1,0.6435078
74.1,27.5,0.10707537
29.7,24.5,0.6487252
-3.5,23.5,0.4036955
43.5,12.3,0.64711165
80.3,10.9,0.6573908
23.9,10.3,0.19520962
0.700000000000017,10.1,0.0037366215
-14.9,9.09999999999999,0.06471046
-16.1,8.3,0.13126493
39.7,8.3,0.34650522
-18.1,7.3,0.27616358
12.5,5.09999999999999,0.18093799
30.3,0.299999999999997,0.09023533
-46.9,-0.5,0.0021329385
-37.1,-1.30000000000001,0.012334755
51.9,-3.5,0.66115874
2.70000000000002,-8.30000000000001,0.07343632
-49.3,-9.10000000000001,0.13533089
30.3,-9.90000000000001,0.1536148
-36.3,-15.3,0.04625409
-43.5,-16.1,0.009807196
8.5,-17.5,0.0069500916
4.90000000000001,-18.5,0.014292842
-28.7,-22.7,6.396166E-6
8.70000000000002,-23.5,1.7898927E-5
56.5,-24.7,0.044378437
7.70000000000002,-24.9,6.4339515E-6
-54.7,-30.5,1.9829456E-7
-36.7,-33.9,0.46248746
38.7,-35.1,0.037806988
141.3,-48.9,0.12514289
109.9,-52.1,0.0010999705
103.7,-52.7,0.0060308855
141.5,-56.1,0.1375863
146.7,-56.5,0.16070068
136.9,-58.9,0.1346109
110.1,-60.3,0.20704122
145.1,-60.3,0.5136033
120.1,-69.5,0.44057557
119.1,-70.7,0.55810136
58.7,-80.5,4.286147E-6
