X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
94.3441,39.1797,train,1.335626549118765E10,100.0,0.9999999999914013
11.3475,16.3257,train,1.5428360831999907E50,100.0,1.0
98.1107,46.2216,train,243536.12915451758,100.0,0.9999995284213891
4.6553,32.7977,train,1.5574767692024077E154,100.0,1.0
-10.1554,-10.5518,train,6889.3757395955845,100.0,0.999983330192235
-37.4232,-36.3737,train,5.1832458681051254E8,100.0,0.9999999997784275
6.4096,29.4373,train,9.3827578359125E-46,1.0071497169874358E-43,8.169825959105195E-45
87.3065,47.234,train,1.2058759206311766E7,100.0,0.9999999904760946
99.7244,38.3947,train,2.1870546564282097E10,100.0,0.9999999999947488
6.7488,35.3447,train,1.500786815386162E292,100.0,1.0
-10.155,-10.5441,train,6889.3757395955845,100.0,0.999983330192235
-10.1459,-10.5968,train,6889.3757395955845,100.0,0.999983330192235
3.5325,33.1929,train,3.8709437465819315E47,100.0,1.0
33.996,39.8632,train,8.217173089870874E-8,1.2009003415417808E-5,7.154914062701525E-7
-37.2955,-36.8613,train,1.698439237315134E9,100.0,0.9999999999323812
94.3903,39.4722,train,1.3356263967153046E10,100.0,0.9999999999914013
-10.136,-10.5134,train,6889.3757395955845,100.0,0.999983330192235
80.1673,54.2054,train,9.055030687936544E-8,1.2935137185785847E-5,7.884458678447353E-7
-10.1248,-10.515,train,6889.3757395955845,100.0,0.999983330192235
6.7497,35.3447,train,1.500786815386162E292,100.0,1.0
-10.1918,-10.5836,train,6889.3757395955845,100.0,0.999983330192235
-10.1354,-10.5284,train,6889.3757395955845,100.0,0.999983330192235
