x,y,insect.M.distribution110t7.1_PA1_RUN2 logistic values
146.5,80.1,0.03967358
-170.9,79.3,0.20358057
127.7,74.9,0.0607495
15.7,67.7,0.023011044
99.3,63.1,0.09146936
-38.3,60.3,0.07344721
37.9,54.9,0.21426816
38.5,53.9,0.21084546
38.9,53.5,0.20411646
81.7,50.1,0.0
90.5,49.3,0.8658592
38.5,45.9,0.31127626
101.9,45.3,0.0
72.3,38.1,0.6699643
4.5,37.9,0.36116835
-51.7,33.5,0.26502073
-35.3,30.7,0.20937967
0.5,22.3,0.32773972
82.3,21.3,0.5611738
-14.9,13.5,0.2764665
-16.5,10.9,0.2983971
-13.9,10.9,0.37640107
-34.5,5.09999999999999,0.026419103
19.7,2.89999999999999,0.04002635
37.9,1.69999999999999,0.027366692
-8.69999999999999,0.699999999999989,0.035168167
11.3,-0.5,0.031482913
2.30000000000001,-4.5,0.11223729
-0.899999999999977,-6.5,0.0621238
24.9,-8.10000000000001,0.3258116
-41.7,-9.30000000000001,0.26773384
-48.9,-10.9,0.4131474
2.90000000000001,-13.1,0.51763
-17.1,-13.5,0.46362218
34.1,-15.9,0.27554113
11.1,-19.7,0.45162004
6.5,-21.3,0.44215754
-33.5,-25.7,0.3323875
-23.7,-30.5,0.17361732
-38.1,-34.1,0.2634427
21.1,-34.3,0.17771427
-30.1,-35.5,0.07783957
-2.5,-37.3,4.7598647E-7
21.9,-38.3,0.08746574
-3.89999999999998,-41.3,0.42150575
85.7,-50.3,0.31613728
41.5,-56.5,0.20027748
86.5,-57.3,0.30711517
131.3,-60.7,0.12043917
84.7,-61.3,0.16529591
8.90000000000001,-63.9,0.17880511
145.3,-64.1,0.115422934
59.3,-66.3,0.26291782
62.7,-67.1,0.19250384
-4.29999999999998,-67.3,0.10817627
106.3,-70.3,0.06624096
73.1,-76.1,9.450098E-4
124.1,-76.1,0.21364678
72.3,-78.5,1.2152404E-20
51.5,-78.7,0.09719207
