x,y,insect.M.distribution110t9.1_PA1_RUN1 logistic values
-171.1,79.3,0.53523266
-167.7,77.7,0.075147584
61.5,68.5,0.10224459
99.1,63.1,0.072425365
80.9,53.1,0.28689474
81.3,50.1,0.5741424
90.3,49.3,0.48828483
37.9,45.9,0.4743666
64.5,39.9,0.013574842
72.1,38.1,0.6678906
-52.3,33.5,0.009969977
-35.7,30.7,0.03500148
-45.9,30.3,0.013613295
15.9,29.5,0.4732831
68.5,22.3,0.1152479
20.9,12.3,0.29165542
-9.5,10.9,0.2727474
34.7,9.5,0.7416352
-3.5,1.69999999999999,0.0236763
1.90000000000001,0.699999999999989,0.20372288
-18.3,-5.10000000000001,0.1608036
-18.5,-8.10000000000001,0.30088535
-43.5,-9.30000000000001,0.16818275
-48.5,-10.9,0.16790047
42.9,-11.9,0.019030161
27.5,-12.1,0.116051115
-12.9,-13.1,0.7501021
-9.09999999999999,-13.5,0.07170354
28.3,-14.3,0.014918611
35.7,-15.9,0.58792484
-20.3,-17.5,0.06856848
17.7,-19.7,0.3595661
-1.09999999999999,-21.3,0.03271264
23.3,-22.7,0.06886354
-25.1,-30.5,0.017267754
-5.69999999999999,-31.5,0.025541278
-36.3,-34.1,0.052042022
-26.3,-35.3,0.011853469
-1.69999999999999,-37.3,0.37485042
-4.09999999999999,-39.5,0.30595657
-2.09999999999999,-41.3,0.04385023
39.9,-42.1,0.23393571
39.5,-42.9,0.2463071
85.7,-50.3,0.07539637
86.3,-57.3,0.034129295
131.5,-60.7,0.017802365
84.3,-61.3,0.001152517
8.10000000000002,-63.9,0.0010456725
118.3,-65.5,0.001647761
92.9,-65.7,0.002989249
62.9,-67.1,3.2871403E-4
-4.5,-67.3,0.46312222
91.3,-68.5,0.001097412
105.9,-70.3,0.17214595
54.5,-76.1,0.010035318
123.9,-76.1,0.5175686
71.9,-78.5,1.9663025E-9
44.9,-78.7,9.503499E-5
35.1,-78.9,0.0055968193
68.7,-78.9,0.11011567
