"","name","rank","early_i","late_i","max_ma","min_ma","lng","lat","paleolng","paleolat","group","max_m","min_m","Mlng","Mlat"
"14","Tillyardomyrmeleon petermilleri","species","Anisian","",247.2,242,151.25,-33.75,111.67,-76.8,"Archizygoptera",25,24,142.4785,-66.5513
"16","Voltzialestes triasicus","species","Aegean","",247.2,242,7.207,48.91,27.23,27.24,"Archizygoptera",25,24,19.8249,13.8003
"17","Voltzialestes triasicus","species","Aegean","",247.2,242,7.242,48.832001,27.28,27.17,"Archizygoptera",25,24,19.8725,13.7334
"57","Kennedya kedrovkensis","species","Griesbachian","",252.17,251.3,87.535004,54.404999,81.75,53.13,"Archizygoptera",25,25,58.0375,49.8423
"58","Progoneura kemerovensis","species","Griesbachian","",252.17,251.3,87.535004,54.404999,81.75,53.13,"Archizygoptera",25,25,58.0375,49.8423
"5110","Blattodea","order","Olenekian","",251.2,247.2,11.056,50.724998,30.28,28.76,"Blattodea",25,25,21.6271,16.3361
"62","Voltziablatta intercalata","species","Aegean","",247.2,242,7.362,48.710999,27.39,27.07,"Blattodea",25,24,19.9887,13.6431
"63","Voltziablatta grauvogeli","species","Aegean","",247.2,242,7.362,48.710999,27.39,27.07,"Blattodea",25,24,19.9887,13.6431
"65","Voltziablatta grauvogeli","species","Aegean","",247.2,242,7.175,48.720001,27.26,27.05,"Blattodea",25,24,19.8652,13.6132
"120","Transitoblatta reticulata","species","Aegean","",247.2,242,7.247,48.782001,27.29,27.12,"Blattodea",25,24,19.8917,13.6869
"121","Scleroblatta densa","species","Aegean","",247.2,242,7.247,48.782001,27.29,27.12,"Blattodea",25,24,19.8917,13.6869
"122","Scleroblatta densa","species","Aegean","",247.2,242,7.362,48.710999,27.39,27.07,"Blattodea",25,24,19.9887,13.6431
"264","Blattodea","order","Aegean","Bithynian",247.2,242,20.382,51.011002,35.99,31.46,"Blattodea",25,24,27.1721,18.9361
"553","Blattodea","order","Bithynian","",247.2,242,6.78,51.966,26.19,30.17,"Blattodea",25,24,18.5707,16.6196
"659","Blattodea","order","Aegean","",247.2,242,2.4745,39.661999,NA,NA,"Blattodea",25,24,17.3771,3.8148
"11410","Tetracoleus tshalyshevi","species","Anisian","",247.2,242,62.389801,68.361,48.57,56.48,"Coleoptera",25,24,31.8405,45.1568
"11510","Tetracoleus minimus","species","Anisian","",247.2,242,62.389801,68.361,48.57,56.48,"Coleoptera",25,24,31.8405,45.1568
"11610","Schizocoleus septentrionalis","species","Anisian","",247.2,242,62.389801,68.361,48.57,56.48,"Coleoptera",25,24,31.8405,45.1568
"11710","Stegosyne borealis","species","Anisian","",247.2,242,62.389801,68.361,48.57,56.48,"Coleoptera",25,24,31.8405,45.1568
"118","Pseudochrysomelites anser","species","Anisian","",247.2,242,62.389801,68.361,48.57,56.48,"Coleoptera",25,24,31.8405,45.1568
"119","Pseudochrysomelites planus","species","Anisian","",247.2,242,62.389801,68.361,48.57,56.48,"Coleoptera",25,24,31.8405,45.1568
"12010","Pseudochrysomelites dilatatus","species","Anisian","",247.2,242,62.389801,68.361,48.57,56.48,"Coleoptera",25,24,31.8405,45.1568
"12110","Schizocoleus septentrionalis","species","Olenekian","",251.2,247.2,62.389801,68.361,49.85,55.36,"Coleoptera",25,25,31.8405,45.1568
"12210","Pseudorhynchophora convexa","species","Olenekian","",251.2,247.2,62.389801,68.361,49.85,55.36,"Coleoptera",25,25,31.8405,45.1568
"24610","Elateridium angustius","species","Pelsonian","Illyrian",247.2,242,150.755005,-34.087002,109.35,-76.82,"Coleoptera",25,24,141.4713,-66.9034
"24710","Adelidium cordatum","species","Pelsonian","Illyrian",247.2,242,150.755005,-34.087002,109.35,-76.82,"Coleoptera",25,24,141.4713,-66.9034
"24810","Metrorhynchites grandis","species","Pelsonian","Illyrian",247.2,242,150.755005,-34.087002,109.35,-76.82,"Coleoptera",25,24,141.4713,-66.9034
"24910","Ademosyne wianamattensis","species","Pelsonian","Illyrian",247.2,242,150.729996,-34.040001,109.4,-76.77,"Coleoptera",25,24,141.4148,-66.857
