"","name","rank","early_i","late_i","max_ma","min_ma","lng","lat","paleolng","paleolat","group","max_m","min_m","Mlng","Mlat"
"4","Ferganagrion kirghiziensis","species","Ladinian","",242,237,70.209999,40.055,79.91,38.43,"Archizygoptera",24,24,60.1332,36.5402
"14","Tillyardomyrmeleon petermilleri","species","Anisian","",247.2,242,151.25,-33.75,111.67,-76.8,"Archizygoptera",25,24,131.8982,-61.1729
"16","Voltzialestes triasicus","species","Aegean","",247.2,242,7.207,48.91,27.23,27.24,"Archizygoptera",25,24,16.3018,14.4689
"17","Voltzialestes triasicus","species","Aegean","",247.2,242,7.242,48.832001,27.28,27.17,"Archizygoptera",25,24,16.3566,14.4074
"34","Kennedya carpenteri","species","Ladinian","",242,237,70.209999,40.055,79.91,38.43,"Archizygoptera",24,24,60.1332,36.5402
"36","Terskeja paula","species","Ladinian","",242,237,70.209999,40.055,79.91,38.43,"Archizygoptera",24,24,60.1332,36.5402
"37","Paratriassoneura primitiva","species","Ladinian","",242,237,70.209999,40.055,79.91,38.43,"Archizygoptera",24,24,60.1332,36.5402
"39","Kennedya gracilis","species","Ladinian","",242,237,70.209999,40.055,79.91,38.43,"Archizygoptera",24,24,60.1332,36.5402
"40","Batkenia pusilla","species","Ladinian","",242,237,70.209999,40.055,79.91,38.43,"Archizygoptera",24,24,60.1332,36.5402
"42","Terskeja pumilio","species","Ladinian","",242,237,70.209999,40.055,79.91,38.43,"Archizygoptera",24,24,60.1332,36.5402
"43","Terskeja tenuis","species","Ladinian","",242,237,70.209999,40.055,79.91,38.43,"Archizygoptera",24,24,60.1332,36.5402
"56","Moltenagrion koningskroonensis","species","Carnian","",237,228,28,-31.5,-1.79,-53.41,"Archizygoptera",24,23,-5.8054,-68.8165
"59","Kennedya madygensis","species","Ladinian","",242,237,70.209999,40.055,79.91,38.43,"Archizygoptera",24,24,60.1332,36.5402
"60","Kennedya ferganensis","species","Ladinian","",242,237,70.209999,40.055,79.91,38.43,"Archizygoptera",24,24,60.1332,36.5402
"5210","Blattodea","order","Longobardian","",242,235,10.089,50.02,27.75,29.72,"Blattodea",24,24,17.5665,16.2724
"5310","Anablatta compacta","species","Longobardian","",242,235,-69.230003,-32.941113,-28.42,-37.22,"Blattodea",24,24,-40.3492,-52.8059
"5410","Delpuenteblatta dangeloi","species","Longobardian","",242,235,-69.230003,-32.941113,-28.42,-37.22,"Blattodea",24,24,-40.3492,-52.8059
"5510","Lariojablatta neiffi","species","Longobardian","",242,235,-69.230003,-32.941113,-28.42,-37.22,"Blattodea",24,24,-40.3492,-52.8059
"5610","Blattodea","order","Carnian","",237,228,26.833332,-31.466667,-2.97,-52.71,"Blattodea",24,23,-7.7689,-68.1295
"5710","Blattodea","order","Late Triassic","",237,201.3,29.049999,-28.566668,10.1,-51.82,"Blattodea",24,20,0.9348,-67.0728
"5810","Blattodea","order","Carnian","",237,228,27.130301,-30.4214,-1.51,-52.11,"Blattodea",24,23,-5.4339,-67.5125
"6010","Pedinoblatta","genus","Longobardian","",242,235,10.089,50.02,27.75,29.72,"Blattodea",24,24,17.5665,16.2724
"62","Voltziablatta intercalata","species","Aegean","",247.2,242,7.362,48.710999,27.39,27.07,"Blattodea",25,24,16.4826,14.3299
"63","Voltziablatta grauvogeli","species","Aegean","",247.2,242,7.362,48.710999,27.39,27.07,"Blattodea",25,24,16.4826,14.3299
"65","Voltziablatta grauvogeli","species","Aegean","",247.2,242,7.175,48.720001,27.26,27.05,"Blattodea",25,24,16.3628,14.2871
"120","Transitoblatta reticulata","species","Aegean","",247.2,242,7.247,48.782001,27.29,27.12,"Blattodea",25,24,16.381,14.3632
"121","Scleroblatta densa","species","Aegean","",247.2,242,7.247,48.782001,27.29,27.12,"Blattodea",25,24,16.381,14.3632
"122","Scleroblatta densa","species","Aegean","",247.2,242,7.362,48.710999,27.39,27.07,"Blattodea",25,24,16.4826,14.3299
"127","Argentinoblatta herbsti","species","Carnian","",237,228,-67.76667,-29.883333,-26.28,-36.05,"Blattodea",24,23,-37.7049,-49.9445
"128","Argentinoblatta","genus","Carnian","",237,228,-67.76667,-29.883333,-26.28,-36.05,"Blattodea",24,23,-37.7049,-49.9445
"129","Condorblatta lutzae","species","Carnian","",237,228,-67.76667,-29.883333,-26.28,-36.05,"Blattodea",24,23,-37.7049,-49.9445
"130","Condorblatta lutzae","species","Carnian","",237,228,-67.555,-29.752001,-26.06,-35.92,"Blattodea",24,23,-37.9426,-51.0683
"131","Mancusoblatta pulchella","species","Carnian","",237,228,-67.76667,-29.883333,-26.28,-36.05,"Blattodea",24,23,-37.7049,-49.9445
"132","Hermosablatta pectinata","species","Carnian","",237,228,-67.76667,-29.883333,-26.28,-36.05,"Blattodea",24,23,-37.7049,-49.9445
"133","Hermosablatta crassatella","species","Carnian","",237,228,-67.76667,-29.883333,-26.28,-36.05,"Blattodea",24,23,-37.7049,-49.9445
"134","Hermosablatta crassatella","species","Carnian","",237,228,-67.555,-29.752001,-26.06,-35.92,"Blattodea",24,23,-37.9426,-51.0683
"135","Hermosablatta","genus","Carnian","",237,228,-67.555,-29.752001,-26.06,-35.92,"Blattodea",24,23,-37.9426,-51.0683
"136","Lariojablatta chanarensis","species","Carnian","",237,228,-67.816666,-29.833332,-26.33,-36.01,"Blattodea",24,23,-37.7621,-49.8895
"143","Pulchellablatta nana","species","Carnian","",237,228,-67.76667,-29.883333,-26.28,-36.05,"Blattodea",24,23,-37.7049,-49.9445
"144","Argentinoblattula revelata","species","Carnian","",237,228,-67.76667,-29.883333,-26.28,-36.05,"Blattodea",24,23,-37.7049,-49.9445
"150","Condorblatta lutzae","species","Carnian","",237,228,-67.816666,-29.833332,-26.33,-36.01,"Blattodea",24,23,-37.7621,-49.8895
