x,y,insect.M.distribution230t7.3_PA2_RUN1 logistic values
-71.1,85.1,0.013768093
-3.09999999999999,83.7,0.0030908312
-11.7,83.1,0.0043695318
-29.9,80.5,0.030532377
30.7,78.9,0.024273844
65.3,77.3,0.1690513
-80.7,76.7,0.026529208
17.7,72.7,0.57710785
37.7,70.9,0.14802706
29.7,60.1,0.27018988
20.5,56.5,0.030283036
43.3,46.9,0.2089539
87.3,45.3,0.052234787
87.9,44.9,0.2353614
6.70000000000002,43.7,0.17488518
54.1,43.7,0.35383233
-10.3,42.3,0.5254083
75.9,40.9,0.326461
55.7,38.9,0.4106426
-1.29999999999998,37.1,0.6415855
-4.29999999999998,33.3,0.12039995
24.5,31.7,0.24760194
99.3,23.7,0.3412689
-17.9,22.5,0.35962915
-30.3,17.9,0.37701574
-14.9,13.1,0.20318235
-32.9,12.1,0.27929038
-46.9,1.69999999999999,0.52878535
-12.7,-0.300000000000011,0.09053644
7.10000000000002,-2.5,0.4155484
35.7,-2.5,0.007201674
-2.5,-2.7,0.054028988
-12.1,-7.90000000000001,0.37606055
-34.5,-10.3,0.27888638
9.5,-10.5,0.54753274
13.5,-24.9,0.16363458
31.1,-32.9,0.70677626
-32.9,-34.5,0.003458685
-26.7,-35.1,8.729388E-5
-26.1,-37.1,0.28802148
10.9,-39.5,0.37658635
-35.5,-42.5,0.650481
-20.9,-42.7,0.29126137
85.5,-43.5,0.25485358
52.9,-45.7,0.15180133
40.3,-48.7,0.17441127
90.9,-48.9,0.16585322
67.1,-49.5,0.752477
15.9,-55.9,0.53363407
19.3,-57.3,0.5301118
20.3,-58.9,0.5918926
57.3,-58.9,0.7402571
78.9,-60.3,0.16095589
50.5,-60.7,0.3355261
14.5,-61.1,0.29607022
48.7,-64.3,0.14266734
56.7,-65.3,0.1299804
74.5,-66.9,0.16089593
47.7,-70.7,0.30363604
66.9,-78.9,0.033519994
