x,y,insect.M.distribution180t3.2_PA1_RUN2 logistic values
-174.7,83.3,0.4024857
79.7,80.9,0.34340197
142.1,76.5,0.4009188
111.1,73.9,0.3689307
83.1,63.7,0.38414058
-5.69999999999999,62.5,0.33843204
27.5,59.5,0.36146712
41.9,59.5,0.42018393
-31.3,58.5,0.4531845
72.7,54.3,0.44426966
89.9,49.5,0.47443512
73.3,46.3,0.3187002
90.7,42.9,0.36856544
-13.7,36.1,0.39348388
13.7,34.5,0.43886396
51.1,30.7,0.5087166
-35.9,30.3,0.33920765
-40.3,29.5,0.30580488
-15.3,28.9,0.3993824
-23.7,26.5,0.33189157
-25.3,26.3,0.31866524
-30.9,23.1,0.29901165
-18.9,21.3,0.29962897
1.70000000000002,20.3,0.30910546
-18.9,17.3,0.32424885
29.3,15.7,0.5017774
27.5,14.3,0.4812416
9.70000000000002,13.3,0.3016543
6.30000000000001,12.9,0.58201617
25.1,10.5,0.3357166
0.900000000000006,4.5,0.33362663
-30.9,2.89999999999999,0.37352446
-41.7,1.69999999999999,0.34563938
23.3,-0.5,0.38400513
-15.5,-0.700000000000003,0.798769
-17.9,-7.90000000000001,0.57237947
37.1,-7.90000000000001,0.52551603
33.7,-10.5,0.5246243
3.90000000000001,-11.7,0.3184194
-27.3,-13.1,0.32177794
-20.7,-13.3,0.30675933
23.7,-20.9,0.38573906
-1.29999999999998,-21.9,0.66024226
22.3,-24.3,0.31324968
-2.69999999999999,-26.5,0.31799892
-17.3,-31.1,0.45147252
-25.7,-34.1,0.5090861
19.3,-36.7,0.42245585
86.7,-39.5,0.41525304
64.5,-43.7,0.33682007
20.3,-47.1,0.78058267
12.9,-49.7,0.45915973
58.9,-50.1,0.31740203
26.1,-52.1,0.33306298
19.3,-55.7,0.332571
11.5,-56.7,0.3989282
-2.69999999999999,-60.9,0.34482145
68.5,-62.7,0.41402072
71.3,-63.7,0.34650505
3.30000000000001,-65.3,0.7072479
