x,y,insect.M.distribution70t3.1_PA1_RUN2 logistic values
-109.3,79.9,0.5
-87.9,79.7,0.5
-174.3,77.9,0.5
-152.7,77.9,0.5
-130.1,77.9,0.5
-8.09999999999999,69.1,0.5
-4.89999999999998,66.5,0.5
5.90000000000001,64.3,0.5
0.5,63.5,0.5
-34.3,58.3,0.5
67.5,57.1,0.5
-42.5,54.3,0.5
-3.89999999999998,50.5,0.5
-43.5,45.7,0.5
69.5,45.7,0.5
12.9,44.7,0.5
39.5,41.1,0.5
41.1,39.9,0.5
57.3,39.1,0.5
16.3,30.7,0.5
-2.29999999999998,30.1,0.5
84.5,26.5,0.5
-3.5,23.5,0.5
7.5,20.3,0.5
39.9,16.5,0.5
15.3,15.9,0.5
43.5,12.3,0.5
10.3,11.1,0.5
80.3,10.9,0.5
14.9,10.3,0.5
-16.7,9.3,0.5
-16.1,8.3,0.5
19.5,6.3,0.5
35.9,6.3,0.5
-8.09999999999999,3.89999999999999,0.5
-46.9,-0.5,0.5
41.9,-0.700000000000003,0.5
-25.1,-7.10000000000001,0.5
2.70000000000002,-8.30000000000001,0.5
30.3,-9.90000000000001,0.5
-34.9,-14.3,0.5
-54.3,-15.3,0.5
-36.3,-15.3,0.5
8.5,-17.5,0.5
4.90000000000001,-18.5,0.5
58.1,-19.5,0.5
-28.7,-22.7,0.5
8.70000000000002,-23.5,0.5
56.5,-24.7,0.5
7.70000000000002,-24.9,0.5
-36.7,-33.9,0.5
101.3,-49.3,0.5
109.9,-52.1,0.5
141.5,-56.1,0.5
146.7,-56.5,0.5
136.9,-58.9,0.5
145.1,-60.3,0.5
120.1,-69.5,0.5
119.1,-70.7,0.5
58.7,-80.5,0.5
