x,y,insect.M.distribution70t5.3_PA1_RUN2 logistic values
-108.9,79.9,0.310295
-87.7,79.7,0.672905
-174.3,77.9,0.6543196
-152.5,77.9,0.21484037
-0.0999999999999943,72.7,0.0024797765
-8.09999999999999,69.1,0.0037795587
-15.5,68.7,0.37740853
-4.89999999999998,66.5,0.17577949
5.70000000000002,64.3,0.05626978
0.300000000000011,63.5,0.00552065
-13.7,60.3,0.038432937
-34.3,58.3,0.28340325
67.3,57.1,0.14898145
-42.5,54.3,0.22756845
-17.9,50.5,0.60402656
13.3,44.7,0.51267797
2.70000000000002,41.1,0.5949018
103.3,28.3,0.548556
84.3,26.5,0.014893079
7.70000000000002,20.3,0.68598217
-9.89999999999998,15.9,0.3620905
12.3,11.1,0.47835192
14.1,10.3,0.51277393
117.3,10.1,0.14858277
-18.7,9.09999999999999,0.67211396
35.1,8.3,0.48343015
114.1,7.3,0.6613894
-15.7,7.09999999999999,0.3273742
22.9,6.3,0.37842575
31.9,1.3,0.3789275
8.70000000000002,-0.300000000000011,0.16044174
-50.3,-0.5,0.22723499
0.5,-3.90000000000001,0.6392466
35.5,-5.10000000000001,0.3326751
33.3,-6.30000000000001,0.42564312
-51.7,-9.10000000000001,0.49713597
29.5,-9.90000000000001,0.539985
13.5,-10.9,0.2672996
-43.5,-16.1,0.18840536
57.5,-19.5,0.15001369
10.9,-20.1,0.042610317
17.5,-20.3,0.37865713
-28.1,-22.7,0.010136545
11.5,-23.5,0.042168327
62.5,-24.1,0.16328813
7.70000000000002,-24.9,0.002544144
57.9,-27.9,0.07090849
2.70000000000002,-33.9,0.36734095
38.7,-35.1,0.35921237
9.90000000000001,-38.9,0.13084668
4.10000000000002,-45.7,0.5250128
141.1,-48.9,0.39872316
100.5,-49.3,0.56626695
109.5,-52.1,0.015119832
103.3,-52.7,0.06755697
141.7,-56.1,0.38587847
147.1,-56.5,0.19968489
120.1,-69.5,1.7919051E-4
118.9,-70.7,1.223873E-5
35.5,-80.1,0.20312108
