x,y,insect.M.distribution160t1.2_PA2_RUN1 logistic values
110.7,78.5,0.11902103
159.1,77.7,0.55124325
93.3,75.1,0.17815417
164.1,74.7,0.554837
164.9,73.3,0.5579539
78.1,69.1,0.41426876
55.9,68.7,0.30932283
26.5,63.1,0.40093958
19.1,58.9,0.49407792
47.9,56.7,0.4044034
30.9,54.5,0.5063747
108.7,54.3,0.5890172
90.3,53.1,0.5940075
92.5,50.7,0.5850966
-4.29999999999998,46.5,0.560803
73.1,45.9,0.4725201
63.1,45.5,0.4874606
-23.9,44.1,0.4317807
19.7,43.5,0.53770226
-26.3,41.7,0.50766474
9.90000000000001,41.7,0.5497366
45.7,39.9,0.49061006
84.7,39.9,0.48581845
-30.9,38.5,0.41093016
-22.9,38.1,0.3306527
-45.1,33.1,0.44521952
49.9,31.1,0.47950828
80.5,25.3,0.46573603
104.9,18.9,0.5431265
13.9,18.1,0.4785137
-16.5,15.7,0.47346213
29.9,8.5,0.5133068
-26.5,3.3,0.5700755
-12.9,1.89999999999999,0.57355404
127.3,1.89999999999999,0.56514555
-12.9,1.69999999999999,0.5688814
-24.9,1.3,0.5677129
-26.3,0.0999999999999943,0.56729245
-13.7,-0.900000000000006,0.56986195
-13.3,-8.7,0.55359936
-0.699999999999989,-9.10000000000001,0.55075896
4.70000000000002,-12.9,0.52728355
32.1,-16.5,0.49832487
5.5,-26.9,0.4986032
11.3,-28.5,0.50492775
-8.09999999999999,-29.3,0.48301813
29.1,-33.3,0.34864563
36.1,-37.9,0.3023711
45.5,-38.9,0.35831234
30.5,-42.3,0.4392788
104.9,-45.5,0.4674853
40.3,-52.5,0.5218639
61.1,-53.1,0.4531474
55.5,-55.5,0.48768207
97.5,-59.5,0.42703936
42.9,-62.1,0.43229067
19.1,-66.9,0.36633486
81.3,-67.9,0.31779936
-8.5,-68.3,0.32937726
-1.09999999999999,-69.1,0.3396971
