x,y,insect.M.distribution250t3.2_PA1_RUN2 logistic values
21.7,77.5,0.5
39.7,77.5,0.5
-3.09999999999999,76.1,0.5
60.3,65.5,0.5
31.3,63.5,0.5
3.90000000000001,50.5,0.5
63.3,49.7,0.5
71.3,36.7,0.5
-9.09999999999999,34.5,0.5
-18.7,33.5,0.5
-20.3,30.9,0.5
22.7,30.7,0.5
29.7,26.7,0.5
16.7,23.5,0.5
-4.29999999999998,17.9,0.5
-40.1,14.1,0.5
-37.5,14.1,0.5
-5.5,11.3,0.5
101.5,11.3,0.5
-23.3,9.09999999999999,0.5
11.7,4.09999999999999,0.5
27.5,-1.30000000000001,0.5
-37.7,-2.30000000000001,0.5
-42.5,-7.30000000000001,0.5
14.5,-12.5,0.5
80.7,-12.7,0.5
68.7,-14.1,0.5
-34.3,-15.1,0.5
6.5,-15.1,0.5
-37.7,-15.3,0.5
38.9,-16.3,0.5
-28.9,-16.7,0.5
-2.69999999999999,-16.7,0.5
104.3,-19.5,0.5
-25.1,-25.7,0.5
19.7,-25.9,0.5
-12.5,-30.9,0.5
14.1,-31.5,0.5
-4.69999999999999,-32.9,0.5
-10.9,-34.7,0.5
-16.1,-36.1,0.5
-34.7,-38.7,0.5
102.7,-44.7,0.5
30.5,-53.3,0.5
-7.09999999999999,-53.7,0.5
-8.09999999999999,-56.5,0.5
32.7,-57.3,0.5
109.1,-60.9,0.5
62.7,-61.3,0.5
62.5,-62.1,0.5
-16.7,-64.1,0.5
25.1,-65.5,0.5
90.3,-68.5,0.5
21.9,-69.3,0.5
15.7,-77.3,0.5
51.3,-79.9,0.5
30.5,-82.3,0.5
33.9,-82.7,0.5
99.1,-82.9,0.5
101.1,-84.3,0.5
