x,y,insect.M.distribution70t3.3_PA1_RUN2 logistic values
-109.3,79.9,0.5
-87.9,79.7,0.5
173.7,79.1,0.5
-152.7,77.9,0.5
-130.1,77.9,0.5
-0.299999999999983,72.7,0.5
-15.5,68.7,0.5
-4.89999999999998,66.5,0.5
5.90000000000001,64.3,0.5
-34.3,58.3,0.5
67.5,57.1,0.5
-42.5,54.3,0.5
-3.89999999999998,50.5,0.5
69.5,45.7,0.5
12.9,44.7,0.5
2.90000000000001,41.1,0.5
39.5,41.1,0.5
41.1,39.9,0.5
57.3,39.1,0.5
16.3,30.7,0.5
84.5,26.5,0.5
-3.5,23.5,0.5
7.5,20.3,0.5
39.9,16.5,0.5
43.5,12.3,0.5
23.9,10.3,0.5
0.700000000000017,10.1,0.5
39.7,8.3,0.5
-18.1,7.3,0.5
19.5,6.3,0.5
12.5,5.09999999999999,0.5
-8.09999999999999,3.89999999999999,0.5
-37.1,-1.30000000000001,0.5
-36.9,-2.10000000000001,0.5
51.9,-3.5,0.5
2.70000000000002,-8.30000000000001,0.5
-49.3,-9.10000000000001,0.5
30.3,-9.90000000000001,0.5
36.9,-12.1,0.5
60.7,-13.1,0.5
-34.9,-14.3,0.5
4.90000000000001,-18.5,0.5
56.5,-24.7,0.5
7.70000000000002,-24.9,0.5
57.5,-27.9,0.5
-54.7,-30.5,0.5
-36.7,-33.9,0.5
38.7,-35.1,0.5
9.5,-38.9,0.5
103.7,-52.7,0.5
141.5,-56.1,0.5
146.7,-56.5,0.5
136.9,-58.9,0.5
110.1,-60.3,0.5
120.1,-69.5,0.5
118.3,-70.9,0.5
23.1,-77.1,0.5
8.30000000000001,-80.1,0.5
35.7,-80.1,0.5
58.7,-80.5,0.5
