x,y,insect.M.distribution70t5.1_PA1_RUN1 logistic values
-151.3,81.3,0.0013587971
-108.9,79.9,9.0063486E-4
173.7,79.1,0.0019325003
-174.3,77.9,0.30008247
-0.0999999999999943,72.7,7.874662E-6
-15.5,68.7,0.17705145
-4.89999999999998,66.5,0.0019833865
5.70000000000002,64.3,2.7306232E-4
0.300000000000011,63.5,2.1282989E-9
-13.7,60.3,3.9839404E-7
-34.3,58.3,0.0018013942
67.3,57.1,0.03176993
-42.5,54.3,2.434925E-4
68.9,45.7,2.6502075E-5
13.3,44.7,0.10090019
39.3,41.1,0.26600873
41.1,39.9,0.36624506
16.5,30.7,0.5726687
-1.89999999999998,30.1,0.5276791
74.3,27.5,0.0054277536
84.3,26.5,1.0404604E-9
31.5,24.5,0.57239
37.7,16.5,0.7072083
-9.89999999999998,15.9,5.150738E-4
37.5,13.1,0.20279422
106.5,12.3,0.01693839
12.3,11.1,0.009369538
14.1,10.3,0.016748615
117.3,10.1,1.0818907E-5
-18.7,9.09999999999999,0.29388002
35.1,8.3,0.011749111
-15.7,7.09999999999999,6.7484216E-4
22.9,6.3,0.0039380603
43.1,2.09999999999999,0.2742412
0.5,-3.90000000000001,0.3458011
33.3,-6.30000000000001,0.010022592
-51.7,-9.10000000000001,0.011704143
29.5,-9.90000000000001,0.014438907
36.3,-12.1,0.6222076
-34.5,-14.3,0.003372741
-37.5,-15.3,2.1019342E-4
17.5,-20.3,0.0061463504
-28.1,-22.7,1.8936412E-10
62.5,-24.1,5.833362E-5
7.70000000000002,-24.9,8.440726E-13
57.9,-27.9,7.0379775E-7
38.7,-35.1,9.0914365E-4
9.90000000000001,-38.9,8.635709E-6
4.10000000000002,-45.7,0.01942762
141.1,-48.9,0.0037988643
131.3,-49.7,5.493383E-5
109.5,-52.1,6.159577E-8
103.3,-52.7,1.0248757E-5
147.1,-56.5,0.0018582335
136.5,-58.9,0.0029953907
120.1,-69.5,2.1628772E-5
115.5,-70.9,4.341526E-5
22.9,-77.1,3.8409946E-13
35.5,-80.1,4.4141617E-4
59.1,-80.5,1.893219E-13
