x,y,insect.M.distribution180t5.1_PA2_RUN2 logistic values
99.5,81.7,0.48946878
-175.1,78.7,0.06397522
105.7,78.5,0.42025322
94.3,77.7,0.23100163
99.7,76.7,0.44609323
133.5,74.3,0.21198335
138.3,68.7,0.11207745
34.1,58.9,0.27705353
37.5,58.3,0.28728953
62.5,54.9,0.2259818
62.7,54.7,0.2259818
13.7,51.3,0.6983569
114.1,50.5,0.788541
51.7,45.3,0.39910206
56.7,44.3,0.36504075
7.5,40.9,0.816927
61.1,38.3,0.27958608
-16.3,37.9,0.17467324
-23.5,29.5,0.08393855
87.9,28.9,0.18342526
88.5,27.1,0.24356574
71.7,19.9,0.18455839
18.9,16.9,0.2902301
-11.9,16.5,0.19480766
-33.3,7.5,0.05067786
-19.9,6.5,0.066401504
32.1,2.3,0.07455258
37.5,1.89999999999999,0.024209576
-37.3,0.0999999999999943,0.12853986
22.1,-1.10000000000001,0.108154945
7.70000000000002,-1.5,0.07313568
-43.9,-1.90000000000001,0.10516059
23.9,-5.90000000000001,0.13879989
-11.3,-7.30000000000001,0.35465533
39.7,-8.90000000000001,0.32144925
16.5,-9.7,0.551864
-8.5,-17.9,0.5275903
18.9,-18.9,0.45652857
7.30000000000001,-23.3,0.41692317
-4.29999999999998,-26.1,0.3979465
30.9,-28.5,0.5119871
-24.9,-31.3,0.21136202
-25.1,-36.3,0.35146502
18.1,-37.7,0.43200347
-31.7,-38.3,0.29791203
79.3,-39.3,0.26093856
28.9,-39.5,0.45088556
-2.89999999999998,-41.5,0.42820787
4.5,-49.5,0.42210478
-23.7,-50.7,0.5051235
68.3,-51.9,0.3754777
8.10000000000002,-53.1,0.40297684
6.70000000000002,-53.3,0.44052592
79.9,-57.5,0.5904507
15.7,-61.1,0.44747448
28.5,-64.5,0.31303886
78.1,-64.7,0.17771286
3.70000000000002,-65.1,0.33191594
11.5,-65.7,0.24273735
5.5,-66.7,0.2985045
