x,y,insect.M.distribution210t3.3_PA1_RUN1 logistic values
94.9,77.5,0.58800805
125.9,76.1,0.5765473
93.7,75.1,0.59072375
109.7,58.5,0.61787575
115.1,57.5,0.7630899
56.7,52.5,0.45941532
19.3,51.9,0.42146805
117.5,50.3,0.6809019
42.3,48.7,0.4396225
88.3,46.5,0.48396862
33.9,43.7,0.42559737
40.9,32.7,0.45702803
30.7,32.3,0.46516064
-26.3,30.9,0.61596775
-26.3,28.3,0.45073164
-20.7,28.1,0.4491981
52.7,27.7,0.44450298
16.1,26.5,0.44156504
16.9,24.9,0.4497785
97.1,24.5,0.47737807
-2.29999999999998,24.3,0.4530262
6.90000000000001,21.3,0.4836027
6.10000000000002,20.3,0.48360667
-40.9,19.3,0.46700206
-29.9,17.5,0.46168146
-2.89999999999998,15.9,0.47242358
15.9,13.3,0.4461793
-45.9,12.1,0.41102841
-22.1,11.9,0.45354864
30.1,10.9,0.42680568
-37.9,8.89999999999999,0.4095615
-17.3,8.69999999999999,0.42687544
-30.9,7.89999999999999,0.42470247
-12.9,1.09999999999999,0.3982328
27.3,0.699999999999989,0.39567682
-42.1,-1.7,0.40146706
3.70000000000002,-3.10000000000001,0.396909
-9.5,-4.5,0.40150934
-41.7,-12.1,0.43486196
-0.899999999999977,-12.3,0.4490157
34.1,-12.9,0.43875766
-1.09999999999999,-14.9,0.4470062
27.5,-18.7,0.4459696
-30.7,-24.1,0.4531095
9.5,-27.1,0.44161984
32.1,-28.1,0.45177773
64.9,-30.1,0.47529203
-13.1,-31.3,0.55152416
62.5,-34.9,0.52273476
51.7,-39.7,0.4843966
56.3,-39.9,0.49513933
32.5,-42.7,0.45566106
-25.7,-43.5,0.44426084
12.5,-48.3,0.4400933
-18.5,-53.3,0.40275645
70.3,-54.9,0.4447517
67.3,-56.5,0.457685
91.1,-56.9,0.48837852
-21.5,-58.3,0.40378433
27.9,-59.5,0.43034798
