x,y,insect.M.distribution120t3.2_PA2_RUN1 logistic values
178.3,86.3,0.3900052
-126.9,85.7,0.5335927
-130.9,84.9,0.53992784
-139.3,84.7,0.54128
154.9,77.5,0.4279084
148.3,75.5,0.40789998
-29.7,62.3,0.45863008
79.3,59.9,0.41816726
64.3,59.7,0.37870765
74.5,59.3,0.40063813
27.1,58.3,0.46786794
47.1,53.3,0.37252083
72.5,52.7,0.41164878
-5.29999999999998,52.3,0.50062317
36.3,49.9,0.39761347
-16.5,45.3,0.57205856
86.5,44.3,0.6758265
66.5,44.1,0.43858206
-21.1,43.7,0.5367017
54.3,43.5,0.37389156
27.5,40.5,0.43759716
-9.5,39.7,0.44818163
93.5,38.1,0.7112683
51.7,35.9,0.3733207
36.3,33.9,0.3750765
71.3,32.5,0.5668541
-9.29999999999998,21.7,0.37236664
-16.7,15.3,0.37110177
3.10000000000002,11.1,0.5505032
12.7,8.5,0.5453379
34.3,7.3,0.46653554
12.9,6.5,0.5300872
12.9,4.09999999999999,0.6267067
-8.29999999999998,2.09999999999999,0.46529174
6.70000000000002,0.299999999999997,0.5152163
-2.29999999999998,-1.10000000000001,0.48266312
-13.7,-2.10000000000001,0.626164
-47.1,-2.30000000000001,0.38619682
8.90000000000001,-6.10000000000001,0.5097674
31.7,-10.3,0.51030606
17.7,-10.5,0.5306825
-30.5,-18.7,0.48070353
5.5,-42.3,0.5575711
9.10000000000002,-42.3,0.51561475
-2.09999999999999,-47.3,0.4350035
39.9,-62.1,0.5877946
33.3,-63.1,0.50912744
88.3,-63.3,0.46891844
129.1,-63.9,0.442389
98.1,-66.3,0.42431468
10.7,-67.3,0.36153108
81.7,-68.1,0.34459713
-4.5,-71.5,0.36433703
61.7,-72.5,0.3280316
29.5,-74.9,0.37084648
33.1,-75.1,0.3534082
94.5,-76.1,0.2867664
-15.9,-77.7,0.37793934
23.3,-79.5,0.56855536
-2.69999999999999,-84.3,0.37281987
