x,y,insect.M.distribution160t5.2_PA1_RUN2 logistic values
13.7,78.1,0.3320641
164.9,77.9,0.5264624
-157.5,77.3,0.53353345
109.7,72.9,0.011319311
70.1,64.9,0.2604082
-1.89999999999998,63.5,0.15162547
54.3,62.1,0.122115284
-17.3,58.5,0.18453251
40.7,57.5,0.30844623
79.9,53.3,0.6257287
62.1,51.3,0.20974824
87.5,47.5,0.18615615
83.3,44.9,0.3989042
111.7,44.1,0.8700089
79.3,39.9,0.21555531
74.7,36.9,0.16143604
-49.3,34.1,0.12691261
-23.9,33.9,5.2185653E-4
70.3,29.3,0.3597503
-5.89999999999998,22.7,0.1626082
-56.5,20.5,0.35099828
98.9,17.7,0.18668017
-15.1,15.9,0.14314428
12.9,12.3,0.114450224
-15.1,11.1,0.1877213
14.7,10.9,0.18307388
39.5,1.5,0.13434012
-6.29999999999998,-0.5,0.1228396
-26.1,-0.700000000000003,0.26954305
-18.7,-7.5,0.42229867
-38.3,-8.5,0.33451068
-39.1,-9.90000000000001,0.33802822
-4.69999999999999,-12.1,0.3274171
-7.29999999999998,-12.3,0.42215958
37.7,-13.1,0.39085358
29.1,-14.5,0.39345476
-5.09999999999999,-19.3,0.4614057
45.3,-25.1,0.31507778
19.9,-26.5,0.24145351
28.5,-30.7,0.11471239
35.3,-36.1,0.03133502
36.5,-38.9,0.0068345736
-32.7,-40.9,0.008421681
41.1,-43.5,0.09607314
103.5,-43.5,0.37903783
10.1,-50.5,0.5247027
79.9,-50.9,0.17606823
4.90000000000001,-51.9,0.37301654
57.1,-55.3,0.42970484
59.7,-56.5,0.5577798
14.5,-60.1,0.18891494
34.9,-61.9,0.19391271
41.1,-62.7,0.19029446
84.7,-63.7,0.18653683
65.5,-63.9,0.25964615
-8.89999999999998,-66.5,0.5311765
4.10000000000002,-72.9,0.13521709
40.9,-76.1,0.06001187
48.1,-78.9,4.8487377E-6
46.7,-79.9,4.7736935E-6
