x,y,insect.M.distribution70t1.2_PA2_RUN1 logistic values
-131.5,78.9,0.007737643
-120.7,75.1,9.1100264E-5
39.1,59.9,0.7482635
19.7,58.7,0.040069435
-12.1,57.9,1.286484E-7
16.9,56.1,0.13804352
41.1,53.5,0.123539045
13.7,51.9,0.07291077
-37.7,51.7,1.04669714E-4
25.7,50.7,0.13080503
30.7,50.5,0.08807388
44.7,50.1,0.109703414
-39.3,43.5,0.07121036
14.7,42.9,0.06938175
27.9,42.5,0.06657391
82.1,42.1,6.74101E-13
71.7,41.9,3.3470232E-7
64.7,39.9,0.0011168558
5.10000000000002,36.1,0.0040101865
-5.69999999999999,35.5,0.024430478
72.7,33.9,1.1063427E-4
12.3,33.7,0.4742505
50.1,32.3,0.30076474
73.3,32.3,0.003215218
72.1,31.9,0.007867287
-0.5,21.3,0.033472907
21.7,14.5,0.28041923
-12.3,1.5,0.0010427264
-2.29999999999998,1.3,0.0070881383
-6.09999999999999,0.0999999999999943,0.02190447
14.7,0.0999999999999943,0.010925169
-45.5,-0.900000000000006,0.008261946
21.5,-1.7,0.014240527
13.5,-4.5,0.0012293722
50.3,-4.7,0.56231505
-33.9,-5.10000000000001,5.754569E-4
-54.5,-5.90000000000001,0.12043098
-61.3,-7.7,3.368071E-5
5.10000000000002,-10.7,0.0012775449
-38.9,-14.1,0.0040212637
15.7,-15.1,0.031027561
30.3,-17.5,0.11056877
10.9,-20.9,8.575547E-6
22.7,-25.1,3.659682E-7
17.3,-27.7,9.095334E-6
13.1,-32.7,0.23292305
9.30000000000001,-33.9,0.0045581185
6.90000000000001,-39.1,4.7076444E-4
140.7,-51.3,0.1116659
104.3,-53.3,0.0013226945
130.9,-53.7,0.019443404
109.3,-54.7,2.5162485E-4
127.5,-55.1,8.3510904E-4
110.3,-55.5,2.3052949E-4
143.7,-59.3,0.23437266
114.9,-72.1,0.69075507
6.90000000000001,-74.5,1.2930187E-9
113.9,-75.3,0.5285117
85.1,-78.5,4.15395E-5
91.5,-78.7,1.2340534E-5
