x,y,insect.M.distribution220t3.1_PA2_RUN1 logistic values
79.3,79.5,0.41895062
7.90000000000001,76.1,0.4995478
47.9,75.5,0.41950914
65.1,74.7,0.41858053
47.9,73.3,0.5457359
74.1,70.9,0.4704344
45.3,68.1,0.75102895
59.7,67.3,0.60680455
55.7,66.9,0.6043912
29.5,58.3,0.44557646
48.1,51.1,0.47518766
45.3,50.7,0.4753341
-12.3,50.3,0.41583696
50.3,42.7,0.47712633
-23.5,41.1,0.5102631
-40.3,40.1,0.4827067
31.9,37.3,0.48643112
-0.5,33.5,0.57014334
-55.7,31.3,0.48371914
-29.1,27.5,0.462679
10.3,26.3,0.45207664
-21.3,18.7,0.4729524
-20.7,17.5,0.47310558
22.7,9.89999999999999,0.43805408
-26.5,8.3,0.4388399
-47.3,2.3,0.41489124
10.9,2.3,0.41447884
25.5,1.89999999999999,0.41451514
9.30000000000001,1.3,0.41443014
15.5,0.299999999999997,0.4145924
22.9,-0.300000000000011,0.4145559
19.5,-1.5,0.41453916
-15.7,-2.7,0.41520303
-50.5,-4.30000000000001,0.41754258
-7.09999999999999,-6.5,0.41552582
36.5,-8.10000000000001,0.4338678
7.30000000000001,-14.7,0.4561562
31.1,-19.7,0.46999454
27.5,-20.5,0.47140327
42.5,-23.7,0.45590568
2.70000000000002,-26.1,0.46173936
-41.5,-27.3,0.44937325
8.5,-28.9,0.45096847
32.1,-35.7,0.59480894
44.3,-35.9,0.53385514
5.10000000000002,-36.9,0.68139935
-27.7,-38.7,0.5616605
39.1,-38.7,0.52198017
49.5,-44.1,0.464068
69.5,-44.1,0.46576792
99.9,-45.1,0.492288
81.1,-50.3,0.4630096
10.3,-51.3,0.42325196
35.3,-52.5,0.4291323
37.5,-53.5,0.4292336
47.1,-56.7,0.43156967
88.9,-57.5,0.4882572
-25.3,-58.7,0.42373672
35.3,-62.9,0.44437402
-3.29999999999998,-69.1,0.4415946
