x,y,insect.M.distribution230t5.2_PA1_RUN2 logistic values
32.3,86.9,0.0
-14.3,85.5,0.0
87.7,84.1,0.0
92.7,81.7,0.0
-53.7,76.9,0.0
0.900000000000006,74.1,0.0
-67.7,65.5,0.63786554
20.3,64.7,0.0
24.3,57.9,0.0
103.7,48.3,0.63786554
77.3,44.5,0.0
47.1,43.7,0.0
98.3,39.3,0.0
-2.69999999999999,38.5,0.0
-3.5,36.9,0.0
12.9,34.9,0.0
-15.7,32.3,0.0
100.9,27.3,0.0
106.1,26.1,0.0
-31.9,23.9,0.0
97.1,20.7,0.0
6.90000000000001,15.7,0.0
92.1,15.5,0.0
-48.7,15.3,0.0
-28.3,14.1,0.0
-23.9,14.1,0.0
12.3,14.1,0.0
99.5,12.1,0.0
82.7,7.3,0.0
23.5,2.3,0.0
-21.1,0.699999999999989,0.0
-40.3,-0.900000000000006,0.0
6.10000000000002,-1.30000000000001,0.0
18.5,-9.10000000000001,0.0
21.1,-12.5,0.0
-30.7,-17.1,0.0
-1.5,-17.1,0.0
-42.5,-18.1,0.0
13.1,-18.3,0.0
-37.5,-21.9,0.0
-37.1,-25.3,0.0
27.1,-28.5,0.0
-22.9,-31.9,0.0
44.5,-32.1,0.0
9.10000000000002,-32.9,0.0
27.1,-35.7,0.0
54.7,-46.7,0.0
2.70000000000002,-48.1,0.0
102.1,-52.1,0.0
16.7,-54.7,0.0
63.9,-62.5,0.0
-32.1,-63.3,0.0
35.1,-67.3,0.0
59.5,-67.3,0.0
52.7,-67.5,0.0
26.7,-70.3,0.0
62.5,-72.1,0.0
74.1,-73.7,0.0
-4.5,-81.5,0.0
54.1,-81.5,0.0
